1-aP101O-m1AltueCLKEKNdCVp9qGRWNPHX9O8Mxkrqg	2025-12-28T13:34:54.358Z	application/vnd.google-apps.document	St.Joseph Indiana, Assessor 1714 kendel
1-b3wefHlU1N6P0Hx5VUS1PYKBTp39rwZ	2025-06-04T09:36:12.750Z	image/png	Scan_20250522_3 (2).png
1-ctt2pCVOmJ2BApq84AKTFzLNwh5hlKp	2026-02-12T20:25:21.201Z	application/pdf	52186 woodridge loan transfer.pdf
1-dMWwqDLm0dSNrZo2uUUnh_2hKnMrzBkRdO5DVd-SaE	2026-05-09T14:52:18.938Z	application/vnd.google-apps.spreadsheet	Phoenix_Workout_Tracker (1)
1-dV8Sg-usSyhv5c06v5LEcV9fd8a2dyb	2026-03-22T15:59:06.962Z	application/pdf	Phoenix_Meal_Prep_War_Card.pdf
1-db-eG9oMUMZvMqGAfzAZCygJYulYlnU	2025-06-04T01:50:46.232Z	image/png	Scan_20250507_7 (2).png
1-dfypC-31paiYwjM3VSi0WsZVZBEKOYr	2026-06-14T23:49:18.822Z	application/x-zip-compressed	drive-download-20260614T163500Z-3-001.zip
1-dv6gYejJNWawH0bxxFp-cChVaWDS1nXHCZXPQk011A	2026-03-02T01:16:07.580Z	application/vnd.google-apps.spreadsheet	2025 St Joseph County Indiana Certificate Sale - Full Export (1)
1-e-HZcRoaqgUjzaYu4Tt_KdG0Nsm7XVc	2024-12-12T22:22:44.767Z	application/pdf	Deat S.pdf
1-em11UlylbmPmLatbwGkRYAyDO4dSxlc	2025-03-27T12:00:29.602Z	image/jpeg	books to read.jpg
1-eoQwg6_nb6cNrJvXAs7Uhf-UveQmUPQ	2026-02-26T15:09:29.910Z	application/pdf	LCGP D.pdf.pdf
1-fBYl_0-YG0RCB3o5dwrFtU93TF8x8PP	2026-04-08T18:04:28Z	application/vnd.openxmlformats-officedocument.wordprocessingml.document	Mission Market Tutorial Data Room 2021.10.15.docx
1-fVuJmz5FeGc_dto-Vg62h696KAetAQB	2026-06-07T14:52:22.499Z	application/pdf	Receipt-2815-7519-8831.pdf
1-fppG1IWsDAWRMXWSDZDft39SkMtMgnY	2024-03-26T01:19:20.121Z	image/jpeg	IMG_6900.jpg
1-iUZS94UsMgFPiTCTOfU4WG6aLhDuhYU	2026-06-25T11:04:53.724Z	audio/x-m4a	voicemail-F3A95713-C099-4864-8E72-8EFD51F02615.m4a
1-jWn2eVNIrRUQYZyGgDxd-ksv7M6s-zb	2026-05-01T17:29:52Z	application/pdf	Personal Financial Statement_Fillable.pdf
1-kXTSF5x3XxHDzYjHnP8kS8KCx2UyeMT	2026-06-22T10:12:49.530Z	application/pdf	View Credit Report | TransUnion Online Service Center.pdf
1-m3Nf2JYRmRDK_GQ1dddDCEw9GJQFv5s	2026-01-07T01:45:33Z	application/pdf	F-011660-22 Motion for FJ.pdf
1-mfOpWM7gMbT4ftGiP089CdVnlJyoi0v	2026-06-11T19:12:21Z	application/pdf	email griner.pdf
1-pfFGC8-gxWbyClP4S1bYts5LLzgS5yxxhyhvWrqTKk	2026-03-03T16:44:43.722Z	application/vnd.google-apps.spreadsheet	Phoenix_Succession_One_Page (1)
1-ps8k0gmO0SIvIcGbWXQ1KcOXDV4y7ZhpnS6EElV3BQ	2026-04-28T15:40:54.953Z	application/vnd.google-apps.document	Bidding Instructions 2026_Template
1-r6JKVDLIEdVx3XYnmm8bi5OHJew93bN_TuXizdzFjQ	2026-09-17T11:30:44.956Z	application/vnd.google-apps.spreadsheet	Transactions-3875-2026-09-17
1-rUCux8J8PgawGHXWvgAmgO6eVvl61721lC1BS9fiP4	2026-02-06T17:34:37.904Z	application/vnd.google-apps.document	Phoenix_Flexibility_Assessment_Checklist_Bio_2026-01-28
1-uNFS0bz-vll3DLL3taZq6jA7TcKQcu7VI9DhuVfE9M	2026-05-31T15:25:43.980Z	application/vnd.google-apps.document	Brandon Turner lost $15,000,000 of his investor's money
1-ui9dpohiI6gDt9DuxUwKWESeVgzgeCl	2025-11-19T03:14:28.936Z	application/x-zip-compressed	8470 8520lake point indy in -20251102T203454Z-1-002.zip
1-vf7DZQ7RNVb0QquJuSMZ7MftNr6lKOu	2026-03-26T16:52:47Z	application/vnd.ms-excel.sheet.macroEnabled.12	Shaker Square-Cleveland.xlsm
1-waL2xyP8khaU0BzkjCZHkMsqxo1rTPd	2022-07-04T11:43:20.544Z	application/pdf	Motion for SJ.pdf.pdf
1-yGntBXA76Hpr0k1SGLPM25BIVopT5hWcWNrq2BS_28	2026-02-24T20:39:24.931Z	application/vnd.google-apps.spreadsheet	12_Month_Statement___Jan_2026_highprk_Accrual
1-yZb_bnzW1VdreH-_a4-PE1-NN-bzofJ	2020-03-14T13:57:22.531Z	image/heif	IMG_4930.HEIC
1-zItYBWQmHUyP2G6V5go-CwEB7lZ5gsz4PX3iIdrRxY	2026-03-13T12:31:13.169Z	application/vnd.google-apps.document	Office Manager / Bookkeeper
1-zkNWk9goB5uMcNKWaKq5xk_xAy1r1vYZNYwnKjSy34	2026-04-30T00:59:35.437Z	application/vnd.google-apps.spreadsheet	Phoenix_Control_Tower_Phase3
10-qE_u_wZoVRwFMyANrFs-bJTc-2yW1r	2025-10-18T20:49:51.729Z	application/octet-stream	OutofMyMind_ep7.aax
100NwAllnPw5EjvfaxmG-KkBVeajEKMm2	2026-03-26T21:59:55.958Z	application/pdf	Cover Letter - $2.5 Million Non-Performing Multifamily Loan - SLM Management LLC (1).pdf
100WUgixLMt24myCoXtE97wHX7s-Myass	2026-02-23T19:33:27Z	application/pdf	ALTA Settlement Seller.pdf
101KnMjr2RXSYfDewEl6O8aDRJ2z3zMNID6YjpcVHKiE	2026-09-17T21:14:38.211Z	application/vnd.google-apps.spreadsheet	Lendama-Draw-Schedule
102IcZY4aAYu1l-Pbjb9Tiu6RNBhv6-XvjwJkEEYcoik	2026-04-06T00:07:53.419Z	application/vnd.google-apps.spreadsheet	Copy of Latest Legal Cases marcxh 2026
102bvo1Qxl60r4PutR7TwiOJ-Msatc8vn	2024-08-01T09:41:22.802Z	image/jpeg	sdk guaranteed offer july 2024 .jpg
104K5IkYfy4Q80QA4xUMMfKsdTS_r2fiyVf7KuXvtNDo	2026-02-15T09:43:00.254Z	application/vnd.google-apps.spreadsheet	Daily_Event_Log_Phoenix_Weekly_Tactical
104TDfm6m3Xwf50oNcu3XCSYmEn7YBFV6-V-ngeMapL8	2026-02-18T04:02:57.925Z	application/vnd.google-apps.spreadsheet	Phoenix_Strategic_Financial_System
104iU4sJtoX8OX_FQaelAN_zdrr6zIA_7	2026-04-23T15:42:40.724Z	image/jpeg	true warriors rise again.jpg
105ccBEYvGoi2P2fkWMDY1vUaifNg4lQHEInJoB0y4a8	2026-05-29T16:52:50.290Z	application/vnd.google-apps.document	Reunion's officially on
106vVZa1u-8NJhzp_eZSbr_Kodt-krFhm	2026-09-19T22:06:06.397Z	image/png	ChatGPT Image Sep 19, 2026, 05_57_38 PM.png
107nsE7MbP76s14TC3KIyQcQSA_QltulovHhmX0qFme0	2026-03-27T15:15:26.314Z	application/vnd.google-apps.spreadsheet	Phoenix_Distress_Radar_Dashboard
10BPJto7zJF4TK9uAjSNgn4JXDWFDDWFT	2026-03-10T14:33:21.850Z	image/heif	IMG_3326 (1).HEIC
10BfiJGQI3IYDI-TZ6zdUelwJ6BhvoXEjpfMU85Uarws	2026-02-28T11:50:43.168Z	application/vnd.google-apps.document	Comparing today Vs
10CUPbsFQWB_uMI6PcTSAMzLpG_u5C3TWlR5JaZsM6w4	2026-09-19T00:59:23.764Z	application/vnd.google-apps.document	The Phoenix Eight-Arm Follow-Up System
10EDgn77riD3hO5G9Q40e44KzK2sKnzJB	2024-03-26T01:19:44.500Z	image/jpeg	IMG_7081.jpg
10Ek3MVqNW0-LarR8mnnmVud-UfdgsviWZwnUHZeRwdU	2026-02-14T12:51:57.934Z	application/vnd.google-apps.spreadsheet	one liners and personailty traits sdk 2.m 
10EpKu4NRgmtjKwRAI-iwbm3vkR_Z4ZiPdnoiVWBjZl0	2026-06-07T16:38:34.875Z	application/vnd.google-apps.document	Kollar_Phoenix_PR_WarPlan_Master_June2026_v1
10F0k-b-9eYlcXoco61Cr5Yr-b0nmTxME	2026-02-20T22:52:09.316Z	application/x-zip-compressed	Facility.zip
10F71XNU_RUo-mIjYFZfrvHnILW9jZ76Q	2024-12-31T00:30:15.972Z	image/jpeg	chirtmas 2025 image.jpg
10FADq_N8bPuMbawXh9wRWUj_zotMPw-K8nnF2p3D458	2026-02-22T23:55:03.353Z	application/vnd.google-apps.spreadsheet	Executive_Capital_Impact_Model
10GFCxrsG-zxh6roS0aFh6KgHErLgYPjB7Q64N5Pie-g	2026-06-07T15:08:10.254Z	application/vnd.google-apps.document	Steven_Kollar_SouthBend_Research
10Hy8SBNA0MuobaJGTq8puRzuFwwSUhRT1Z8TSxrMUHM	2026-03-31T22:18:17.582Z	application/vnd.google-apps.document	NorthWest Quadrant Companies
10JJmqiAmjfm1_j7Tj0jOQcE5MN3Afve-zNVYaJaGtDo	2026-04-15T19:49:22.951Z	application/vnd.google-apps.document	Untitled document
10JQbEskD8-0Ywxi-VGTYHROorJLuBPyC1VO7qI-X8MU	2026-02-16T00:50:44.899Z	application/vnd.google-apps.document	117 Dubail
10K6UT9IbO8t-FV3UOXXv3ddaSRdd09pf	2026-03-22T10:14:23.488Z	text/plain	Hi,\nHere is a Health Report generated using the Withings application.txt
10KGn1B22Rwjq7kqCRbp9M1iJJ7hN-akG-9nK4gmAF-4	2026-01-12T17:41:16.786Z	application/vnd.google-apps.spreadsheet	Transactions-3875-2026-01-11 (1)
10KsP1e2VnvZDB_xumvnpxjXrp5kHmao_722hVutbsJ0	2026-04-20T15:46:51.183Z	application/vnd.google-apps.spreadsheet	Transactions-3875-2026-04-20
10L03OX4wp10EUZp3gH5FkosoEa6wlV66	2024-03-26T01:19:24.847Z	image/jpeg	IMG_6906.jpg
10L0F95nvv9TZgPglHLnPE5_GaSCT46Js	2026-03-25T00:42:03.752Z	application/x-zip-compressed	reasleycouldyousendthe1937johnsonjudgementssoica.zip
10L4mHRBievGfm2keMjZ7eCmXbEz5udTCaBsGlKkMtKc	2026-08-01T00:19:30.671Z	application/vnd.google-apps.document	CLEAN PSA - Elkhart IN - 7-23-2026 (1) - Copy - Copy
10L7fUB_FC2_J9zVfG3zYeSeIrIi7mFdf	2026-04-25T10:10:07.897Z	application/pdf	512 settlement - Google Docs.pdf 8.pdf
10LB-3H0Gi9g_oeSVvYslhrfp0jed0fab8djzHBRYcRA	2026-02-06T21:00:31.270Z	application/vnd.google-apps.document	82837434145
10Lper1hLvr9sWHvzbi6-gNmb65iTCkjN	2026-05-17T11:26:55.482Z	image/jpeg	2 boerboel.jpg
10MmMUSdW75iLFRbTU_-82G3Q-nRcfaTKQN3_zflGlVQ	2026-05-05T23:27:26.183Z	application/vnd.google-apps.document	Project Management Assistant - Construction
10OiOIwvDO58RFQESf3fjyhRs4Phj3_WgBTY_hSMPxk0	2026-02-01T12:04:25.351Z	application/vnd.google-apps.document	BODY_COMMAND_Daily_Log_bio_2026-02-01 form 
10Ow2TICGFg7tLiaNPIMYQ-2Z-vXV68CW	2021-08-12T19:11:10.369Z	application/pdf	Order Granting (2).pdf
10OwIXpoW6143y2Zp-_u1tHc8Nr9mSayv	2026-04-01T17:33:33.945Z	application/pdf	Exhibit G to Complaint - Tax Sal (1).pdf
10PUI46kvkj7tdcJM0C29EbDDbnzC3qVN	2026-05-30T15:08:46.336Z	image/jpeg	built not broken.jpg
10R89MsLsYXn3S5tJ2CwaHZtJJJRBNfaFd-frmE53hoc	2026-01-12T19:46:00.059Z	application/vnd.google-apps.spreadsheet	Machine Shop Fund - Cashflow Fund VII
10RTI2kSljREIV-JpR87yl-o3iLc0945f	2026-01-09T20:43:14.811Z	application/pdf	AAR_Finance.pdf
10SHYWkVI71O4JZ8bSadD065ma03tuE6RFR1DlhLXj3o	2026-04-23T15:38:51.817Z	application/vnd.google-apps.document	Agenda for mediation
10SIeNJ-tu8y2ZmoQgmHgGse_TcVCB9Qw8q8J1V57HKs	2026-09-17T19:16:54.800Z	application/vnd.google-apps.spreadsheet	Transactions-9020-2026-09-17
10SbYfT_XjQFtwsoH8zx1KNtWOr5IgRzCs_OKjbNjHvU	2026-07-01T01:03:57.877Z	application/vnd.google-apps.document	Big Picture 10,000-foot view
10SoLfGdg1glM3Wo6v2R-edjwdpppME8H	2026-04-22T14:49:11.141Z	image/png	Professional real estate investment website screenshot.png
10SqCUMPAEkDfDsYhQlQ4ygrbvIb2BGNOEzkhUtwwu5I	2026-03-21T22:56:26.166Z	application/vnd.google-apps.spreadsheet	CAPITAL ONE
10T1v_mqq4IjgfliQz5BqpYbbyBspyqoW	2024-03-26T01:19:02.924Z	image/jpeg	IMG_5120.jpg
10Td4NVWz16tXzlTUOAEWhzUQ902532Ls_-t6K8tuFXs	2026-06-07T16:02:09.900Z	application/vnd.google-apps.document	ChatGPT_Steven_Kollar_Against_the_World_PR_Battle_Plan
10Tm5ArfLRe7QVZ5Tq8XfYcbVyUw6ESCj	2025-03-27T12:00:33.569Z	application/pdf	1341 calvert RSVP vacant form.pdf
10U1Zk9FMypn6BO6OQkyEOwz9noGEHurc	2026-03-09T19:14:45.027Z	application/pdf	application-summary.pdf
10UO8OMUe1Lxc_hcMj6AqWkAFes_bJiB-	2025-12-11T01:18:38.289Z	image/jpeg	IMG_5566.JPG
10UpM1zCC29ke5gqnLkVLuczu8tbKvTde	2026-04-03T11:17:01.604Z	application/pdf	Resurgence_Housing_Fund_Pitch.pdf
10VrjHg-ankiZGIR8j20ocjFnXyPoCoXw	2025-12-20T15:36:09.808Z	application/pdf	Phoenix_Personal_Scorecard_bio_2025-12-20.pdf
10VseDdZfHfp0H91Et5w9HZBxixVJAr44	2026-03-11T01:44:44.500Z	image/jpeg	600 pierce st gary.jpg
10X_Qy6fis0vEJ15RoIdp2z6L614nWJTYaX3eIUOp-lg	2026-04-02T15:52:09.126Z	application/vnd.google-apps.spreadsheet	Missed Properties (1)
10YcfNO7pE2_8V5VTHtU3x7VFKYHpG9dpP2jLZdVyAk0	2026-01-31T13:09:08.165Z	application/vnd.google-apps.spreadsheet	Pre_Deal_Gatekeeper_OnePage (3)
10a8Bj4TdLcXvgwM8Zpf-CmuVyyMj2HQYan5QZEF83zo	2026-04-04T14:52:54.663Z	application/vnd.google-apps.spreadsheet	phoenix_detailed_model (1)
10aZ4ot1Zb9Qa8M_HZClTvJqaiFGsX28r	2025-06-24T11:27:39.237Z	image/jpeg	bio sdk 10-5-2023 head shot 2024 marketing .jpg
10cFZNvfJabST6nzf1qD2nq5rYMeGcSJn	2026-01-01T15:26:56.065Z	application/pdf	Phoenix_Complete_Lab_Order.pdf
10d0cBX-8uAiq5dkX-ATMoqc17tLw_x5-	2026-02-24T20:04:18.534Z	application/pdf	Phoenix_Bio_Performance_Log_2026-02-24.pdf
10d82itIcv6Xy6qp-WvyRbpHVsWfPU-3M	2025-03-27T12:00:32.724Z	application/pdf	thomas order  742 falcon objection to eviction sealing.pdf
10e4GE2GZD8sC0U5wijKYpWtkUgHvr8E2	2024-02-05T00:49:17.947Z	application/pdf	Exhibit 6.pdf.pdf
10fRHVU1VJjX0tS_7iUTbXq5VzNLIlROk	2026-02-19T11:22:00.808Z	application/pdf	Phoenix_Identity_War_Doctrine_Expanded_Bio.pdf
10ftqT0DtW5PzUq5Ag9O-7z1jHdPeS0mAdt000DABGgk	2026-03-13T22:33:19.050Z	application/vnd.google-apps.document	Phoenix, time to build the Phoenix War Map
10gYJw3SQm8fskAmHNZuQK9GG8y4aNMwD	2022-02-19T23:19:28.027Z	application/pdf	2018 cover sheet.pdf
10gaw5jdcUkpSLCwVgPD_wgZZRtmfvufl	2025-02-02T05:10:50.291Z	application/pdf	Scan_20250131.pdf
10gyH4vuhySr1lowo1h61MDMY-36FfE4YstKIUOJvFR8	2026-04-04T19:32:36.961Z	application/vnd.google-apps.spreadsheet	phoenix_final_model
10iPEkPhfhJPiBtTs0OsCOh9mAXXB8-Gz	2026-09-18T17:10:23Z	application/vnd.openxmlformats-officedocument.wordprocessingml.document	Kollar v Stewart Complaint 1 - 6806 Stewart.docx
10iQ-qcHO8nDuKqN-z_pJcbCoXOCjVHbQ	2025-03-27T12:00:31.926Z	application/pdf	Order Issued (3) lane.pdf
10iiBqkC-DHOX6edWhqrE5Uva-sLESCde	2026-04-22T17:32:27.494Z	image/png	NPL with Foreclosure Judgement  Shaker Square Apartments  308 Units - Marketplace.png
10isrp4p2sRMvWgMrzWtLxFngdvPWjdQvnIedw_BumcI	2026-06-06T09:58:39.613Z	application/vnd.google-apps.spreadsheet	Phoenix_Bio_2026-06-06_Strategic_Operating_System (1)
10j4AihjQOef0sUm_unVjBDBaHEGChRDx	2026-05-03T03:11:26.018Z	image/jpeg	scares .jpg
10kcWXyTTs1m95WdPlPAwMiIirR7TL-eH	2022-03-05T23:56:03.520Z	application/pdf	Order Issued (17).pdf
10l7eM1L9n4VKU9Q-WfQ8-tlzPzM2_KqmaAb6bUmWeA4	2026-05-31T11:26:14.183Z	application/vnd.google-apps.document	Credit: collection file certified letter against insurance ttd
10m5x2OdGWGRXmWMVBS0aB-GnwbA-7KG33BfEnppWQSI	2026-01-22T02:02:45.803Z	application/vnd.google-apps.document	Legal Aid Unhinged Home Ongoing Cases Case Summary: 1320 12th Street, Mishawaka, Indiana This matter concerns a prolonged eviction proceeding involving nonpayment of rent, repeated procedur I want to be very clear about why this page exists
10nf2rLOEY4Iv0BMCgBMjL9V-Cu29oeH4TK1xtmgwSkg	2026-03-26T22:00:13.140Z	application/vnd.google-apps.document	Re_ get a cash quote - steven@277home.com - 277home.com Mail
10qKBLaSneBqbF7d5loYPcPNKpyKeYi4g	2026-02-26T15:09:29.614Z	application/pdf	LCH B.pdf.pdf
10qg_p88lUSGtVEFh_GdLbh8xH6WwnnL3	2026-02-27T11:42:18.036Z	application/pdf	Phoenix_1_Month_Operational_Calendar_Bio_2026_02_27.pdf
10rV9BbEnD_4EoT4NMuZM6x8V5Z3Ps4LJ	2026-02-18T02:06:45.976Z	image/jpeg	fire horse year 1.jpg
10s883dqGXn0k2_O2mNgLLtQ5OVxxnvbM	2026-01-08T01:42:51.711Z	application/pdf	Proposed Order (No Motion) (73).pdf
10sA7xWOY6L9HKvhFO5dIUYdcML-RRo2QX1U3MRVkwDw	2026-09-18T19:27:29.757Z	application/vnd.google-apps.spreadsheet	Credit Card - 8401_02-19-2026_09-22-2026
10ssHsH1AyHXRSo--GlplIc3yy0CXLOz-Hiyn889dOjo	2026-05-17T11:26:55.138Z	application/vnd.google-apps.spreadsheet	Phoenix_Reflection_Protocol_May2026
10ufLGIvQZprNjD5eon3LAdeiRgD2u2iV	2026-03-26T02:05:57.531Z	application/pdf	GA-009353-25_GAP_SP.pdf
10v6DShmbqW8pjuZqCd682HC0N8vZe-tc	2024-12-20T18:14:49.178Z	application/pdf	Tax appeal Dune 2024 Scan 3.pdf
